utt_id	speaker	audio_path	text
Dung_clean_0033	Dung	dataset/Dung/clean/Recording (34).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0034	Dung	dataset/Dung/clean/Recording (35).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0035	Dung	dataset/Dung/clean/Recording (36).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0036	Dung	dataset/Dung/clean/Recording (37).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0037	Dung	dataset/Dung/clean/Recording (38).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0038	Dung	dataset/Dung/clean/Recording (39).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0039	Dung	dataset/Dung/clean/Recording (40).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0040	Dung	dataset/Dung/clean/Recording (41).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0041	Dung	dataset/Dung/clean/Recording (42).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0042	Dung	dataset/Dung/clean/Recording (43).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0043	Dung	dataset/Dung/clean/Recording (44).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0044	Dung	dataset/Dung/clean/Recording (45).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0045	Dung	dataset/Dung/clean/Recording (46).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0046	Dung	dataset/Dung/clean/Recording (47).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0047	Dung	dataset/Dung/clean/Recording (48).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0048	Dung	dataset/Dung/clean/Recording (49).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0049	Dung	dataset/Dung/clean/Recording (50).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0050	Dung	dataset/Dung/clean/Recording (51).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0051	Dung	dataset/Dung/clean/Recording (52).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0052	Dung	dataset/Dung/clean/Recording (53).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0053	Dung	dataset/Dung/clean/Recording (54).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0054	Dung	dataset/Dung/clean/Recording (55).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0055	Dung	dataset/Dung/clean/Recording (56).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0056	Dung	dataset/Dung/clean/Recording (57).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0057	Dung	dataset/Dung/clean/Recording (58).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0058	Dung	dataset/Dung/clean/Recording (59).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0059	Dung	dataset/Dung/clean/Recording (60).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Dung_clean_0060	Dung	dataset/Dung/clean/Recording (61).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0061	Dung	dataset/Dung/clean/Recording (62).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0062	Dung	dataset/Dung/clean/Recording (63).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0063	Dung	dataset/Dung/clean/Recording (64).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0064	Dung	dataset/Dung/clean/Recording (65).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0065	Dung	dataset/Dung/clean/Recording (66).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0066	Dung	dataset/Dung/clean/Recording (67).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0067	Dung	dataset/Dung/clean/Recording (68).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0068	Dung	dataset/Dung/clean/Recording (69).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0069	Dung	dataset/Dung/clean/Recording (70).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0070	Dung	dataset/Dung/clean/Recording (71).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0071	Dung	dataset/Dung/clean/Recording (72).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0072	Dung	dataset/Dung/clean/Recording (73).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0073	Dung	dataset/Dung/clean/Recording (74).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0074	Dung	dataset/Dung/clean/Recording (75).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0075	Dung	dataset/Dung/clean/Recording (76).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0076	Dung	dataset/Dung/clean/Recording (77).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0077	Dung	dataset/Dung/clean/Recording (78).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0078	Dung	dataset/Dung/clean/Recording (79).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0079	Dung	dataset/Dung/clean/Recording (80).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0080	Dung	dataset/Dung/clean/Recording (81).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0081	Dung	dataset/Dung/clean/Recording (82).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0082	Dung	dataset/Dung/clean/Recording (83).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0083	Dung	dataset/Dung/clean/Recording (84).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0084	Dung	dataset/Dung/clean/Recording (85).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0085	Dung	dataset/Dung/clean/Recording (86).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0086	Dung	dataset/Dung/clean/Recording (87).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0087	Dung	dataset/Dung/clean/Recording (88).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0088	Dung	dataset/Dung/clean/Recording (89).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_clean_0089	Dung	dataset/Dung/clean/Recording (90).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Dung_ngan_0000	Dung	dataset/Dung/ngan/Recording (1).wav	hôm nay trời nắng đẹp nên tôi quyết định đi bộ ra công viên
Dung_ngan_0001	Dung	dataset/Dung/ngan/Recording (2).wav	bạn đã ăn sáng chưa hay là để tôi nấu cho một tô mì
Dung_ngan_0002	Dung	dataset/Dung/ngan/Recording (3).wav	mẹ dặn tôi nhớ khoá cửa cẩn thận trước khi ra khỏi nhà
Dung_ngan_0003	Dung	dataset/Dung/ngan/Recording (4).wav	chiều nay chúng ta cùng nhau đi chợ mua ít rau và cá tươi
Dung_ngan_0004	Dung	dataset/Dung/ngan/Recording (5).wav	em bé đang ngủ say nên mọi người hãy nói khẽ một chút
Dung_ngan_0005	Dung	dataset/Dung/ngan/Recording (6).wav	anh làm ơn chỉ giúp tôi đường ra bến xe gần nhất được không
Dung_ngan_0006	Dung	dataset/Dung/ngan/Recording (7).wav	buổi tối cả gia đình quây quần bên mâm cơm nóng hổi
Dung_ngan_0007	Dung	dataset/Dung/ngan/Recording (8).wav	chiếc xe đạp cũ của tôi bị hỏng phanh nên phải mang đi sửa
Dung_ngan_0008	Dung	dataset/Dung/ngan/Recording (9).wav	cô ấy thích trồng hoa hồng và chăm sóc chúng mỗi buổi sáng
Dung_ngan_0009	Dung	dataset/Dung/ngan/Recording (10).wav	đừng quên mang theo áo mưa vì chiều nay có thể mưa to
Dung_ngan_0010	Dung	dataset/Dung/ngan/Recording (11).wav	tôi vừa pha một ấm trà xanh thơm ngát mời cả nhà cùng uống
Dung_ngan_0011	Dung	dataset/Dung/ngan/Recording (12).wav	con mèo nhỏ đang nằm phơi nắng bên thềm cửa sổ
Dung_ngan_0012	Dung	dataset/Dung/ngan/Recording (13).wav	chúng tôi hẹn nhau đi xem phim vào tối thứ bảy tuần này
Dung_ngan_0013	Dung	dataset/Dung/ngan/Recording (14).wav	bà ngoại kể cho các cháu nghe những câu chuyện cổ tích ngày xưa
Dung_ngan_0014	Dung	dataset/Dung/ngan/Recording (15).wav	xin lỗi tôi đến muộn vì đường phố hôm nay kẹt xe rất nặng
Dung_ngan_0015	Dung	dataset/Dung/ngan/Recording (16).wav	bạn có thể cho tôi mượn cây bút màu xanh một lát không
Dung_ngan_0016	Dung	dataset/Dung/ngan/Recording (17).wav	căn bếp thơm mùi hành phi khiến ai cũng thấy đói bụng
Dung_ngan_0017	Dung	dataset/Dung/ngan/Recording (18).wav	mỗi sáng ông tôi đều tập thể dục rồi mới đọc báo
Dung_ngan_0018	Dung	dataset/Dung/ngan/Recording (19).wav	chị hãy để túi hành lý ở đây rồi vào phòng nghỉ ngơi
Dung_ngan_0019	Dung	dataset/Dung/ngan/Recording (20).wav	trẻ con trong xóm rủ nhau thả diều trên cánh đồng lộng gió
Dung_ngan_0020	Dung	dataset/Dung/ngan/Recording (21).wav	tôi đang tìm một quán cà phê yên tĩnh để ngồi đọc sách
Dung_ngan_0021	Dung	dataset/Dung/ngan/Recording (22).wav	cuối tuần này bố sẽ dẫn cả nhà về quê thăm ông bà
Dung_ngan_0022	Dung	dataset/Dung/ngan/Recording (23).wav	đôi giày mới của em vừa vặn và rất êm chân
Dung_ngan_0023	Dung	dataset/Dung/ngan/Recording (24).wav	chúng ta nên tiết kiệm nước và tắt đèn khi không sử dụng
Dung_ngan_0024	Dung	dataset/Dung/ngan/Recording (25).wav	cơn gió mát thổi qua làm những tán lá xào xạc
Dung_ngan_0025	Dung	dataset/Dung/ngan/Recording (26).wav	bạn nhớ gọi cho tôi ngay khi về đến nhà an toàn nhé
Dung_ngan_0026	Dung	dataset/Dung/ngan/Recording (27).wav	món canh chua cá lóc mẹ nấu luôn là món tôi thích nhất
Dung_ngan_0027	Dung	dataset/Dung/ngan/Recording (28).wav	tôi cần mua thêm một ít đường và muối cho căn bếp
Dung_ngan_0028	Dung	dataset/Dung/ngan/Recording (29).wav	anh ấy vừa chuyển đến khu phố này nên chưa quen ai
Dung_ngan_0029	Dung	dataset/Dung/ngan/Recording (30).wav	buổi họp mặt bạn cũ khiến chúng tôi nhớ lại thời học sinh
Dung_ngan_0030	Dung	dataset/Dung/ngan/Recording (31).wav	hãy xếp gọn sách vở lên kệ cho căn phòng gọn gàng hơn
Dung_ngan_0031	Dung	dataset/Dung/ngan/Recording (32).wav	chú chó nhà hàng xóm sủa vang mỗi khi có người lạ đi qua
Dung_ngan_0032	Dung	dataset/Dung/ngan/Recording (33).wav	tôi thường dậy sớm để nghe tiếng chim hót ngoài vườn
Dung_ngan_0033	Dung	dataset/Dung/ngan/Recording (34).wav	chiếc đồng hồ treo tường đã chạy chậm mất mười phút
Dung_ngan_0034	Dung	dataset/Dung/ngan/Recording (35).wav	cả lớp cùng nhau dọn vệ sinh sân trường vào sáng thứ hai
Dung_ngan_0035	Dung	dataset/Dung/ngan/Recording (36).wav	bạn thích uống trà sữa trân châu hay nước ép cam tươi
Dung_ngan_0036	Dung	dataset/Dung/ngan/Recording (37).wav	mưa rơi tí tách trên mái hiên suốt cả đêm qua
Dung_ngan_0037	Dung	dataset/Dung/ngan/Recording (38).wav	ông chủ tiệm bánh luôn nở nụ cười thân thiện với khách
Dung_ngan_0038	Dung	dataset/Dung/ngan/Recording (39).wav	tôi đã gói xong quà sinh nhật để tặng cho em gái
Dung_ngan_0039	Dung	dataset/Dung/ngan/Recording (40).wav	đèn giao thông chuyển sang màu đỏ nên mọi người dừng lại
Dung_ngan_0040	Dung	dataset/Dung/ngan/Recording (41).wav	chúng tôi cùng leo lên đỉnh đồi để ngắm hoàng hôn
Dung_ngan_0041	Dung	dataset/Dung/ngan/Recording (42).wav	bữa tiệc nhỏ ấm cúng diễn ra ngay trong khu vườn sau nhà
Dung_ngan_0042	Dung	dataset/Dung/ngan/Recording (43).wav	cậu bé chăm chỉ tưới cây mỗi chiều sau giờ tan học
Dung_ngan_0043	Dung	dataset/Dung/ngan/Recording (44).wav	tôi mượn chiếc thang để hái mấy quả xoài chín trên cao
Dung_ngan_0044	Dung	dataset/Dung/ngan/Recording (45).wav	bạn đừng lo lắng quá mọi chuyện rồi sẽ ổn thôi
Dung_ngan_0045	Dung	dataset/Dung/ngan/Recording (46).wav	gia đình tôi có thói quen ăn tối cùng nhau lúc bảy giờ
Dung_ngan_0046	Dung	dataset/Dung/ngan/Recording (47).wav	chiếc khăn len bà đan giữ ấm cho tôi suốt mùa đông
Dung_ngan_0047	Dung	dataset/Dung/ngan/Recording (48).wav	anh hãy nhớ tắt bếp gas sau khi nấu ăn xong
Dung_ngan_0048	Dung	dataset/Dung/ngan/Recording (49).wav	những chậu cây xanh trên ban công làm căn hộ tươi mát hẳn
Dung_ngan_0049	Dung	dataset/Dung/ngan/Recording (50).wav	tôi vừa quét dọn xong nên sàn nhà bóng loáng sạch sẽ
Dung_ngan_0050	Dung	dataset/Dung/ngan/Recording (51).wav	theo báo cáo mới nhất dân số thành phố đã vượt qua chín triệu người
Dung_ngan_0051	Dung	dataset/Dung/ngan/Recording (52).wav	giá xăng trong nước tăng thêm khoảng một nghìn hai trăm đồng mỗi lít
